attempt_uid,run_id,crate,model,node_id,attempt,difficulty_bucket,rug_retry_available_total,rug_retry_success,first_successful_retry_attempt,retry_attempts_checked,retry_status_sequence,error_codes,missing_detailed_log,missing_node,attempt_index_mismatch
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse::4,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse,4,single_error,8,False,,"[5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0063,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse::5,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse,5,multi_supported_only,7,False,,"[6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0308,E0560",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse::6,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse,6,multi_mixed,6,False,,"[7, 8, 9, 10, 11, 12]","[{""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0107,E0560",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse::7,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse,7,multi_supported_only,5,False,,"[8, 9, 10, 11, 12]","[{""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0308,E0433,E0560",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse::8,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse,8,multi_supported_only,4,False,,"[9, 10, 11, 12]","[{""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0433,E0599",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse::9,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse,9,multi_mixed,3,False,,"[10, 11, 12]","[{""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0063,E0308",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse::10,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse,10,multi_mixed,2,False,,"[11, 12]","[{""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0063,E0308,E0432",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse::11,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse,11,multi_supported_only,1,False,,[12],"[{""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0432,E0433",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse::12,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse,12,multi_mixed,0,False,,[],[],"E0063,E0308",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::1,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,1,single_error,11,False,,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 2, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0560,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::2,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,2,multi_supported_only,10,False,,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0308,E0560",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::3,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,3,multi_supported_only,9,False,,"[4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0432,E0599",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::4,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,4,single_error,8,False,,"[5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0560,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::5,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,5,single_error,7,False,,"[6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0560,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::6,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,6,multi_supported_only,6,False,,"[7, 8, 9, 10, 11, 12]","[{""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0308,E0560",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::7,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,7,single_error,5,False,,"[8, 9, 10, 11, 12]","[{""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0560,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::8,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,8,single_error,4,False,,"[9, 10, 11, 12]","[{""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0560,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::9,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,9,single_error,3,False,,"[10, 11, 12]","[{""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0560,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::10,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,10,multi_mixed,2,False,,"[11, 12]","[{""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0432,E0592",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::11,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,11,single_error,1,False,,[12],"[{""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_first_char::12,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_first_char,12,multi_supported_only,0,False,,[],[],"E0308,E0560",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::1,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,1,multi_mixed,11,False,,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 2, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0063,E0308,E0432",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::2,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,2,multi_mixed,10,False,,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0063,E0308,E0432",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::3,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,3,multi_mixed,9,False,,"[4, 5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0063,E0308,E0432",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::4,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,4,multi_mixed,8,False,,"[5, 6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0063,E0308",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::5,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,5,multi_mixed,7,False,,"[6, 7, 8, 9, 10, 11, 12]","[{""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0063,E0308",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::6,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,6,multi_mixed,6,False,,"[7, 8, 9, 10, 11, 12]","[{""attempt"": 7, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0063,E0308",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::7,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,7,multi_mixed,5,False,,"[8, 9, 10, 11, 12]","[{""attempt"": 8, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0063,E0308",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::8,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,8,multi_supported_only,4,False,,"[9, 10, 11, 12]","[{""attempt"": 9, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0432,E0433",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::9,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,9,multi_mixed,3,False,,"[10, 11, 12]","[{""attempt"": 10, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0261,E0433",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::10,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,10,multi_supported_only,2,False,,"[11, 12]","[{""attempt"": 11, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0432,E0560",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::11,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,11,single_error,1,False,,[12],"[{""attempt"": 12, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0433,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::Parser::<'a>::parse_unit::12,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::Parser::<'a>::parse_unit,12,multi_mixed,0,False,,[],[],"E0063,E0308,E0432",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item::1,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item,1,single_error,5,False,,"[2, 3, 4, 5, 6]","[{""attempt"": 2, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0658,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item::2,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item,2,single_error,4,False,,"[3, 4, 5, 6]","[{""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0404,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item::3,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item,3,single_error,3,False,,"[4, 5, 6]","[{""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0658,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item::4,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item,4,multi_mixed,2,False,,"[5, 6]","[{""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0061,E0433,E0658",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item::5,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item,5,multi_supported_only,1,False,,[6],"[{""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0433,E0599",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item::6,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item,6,multi_mixed,0,False,,[],[],"E0061,E0433,E0658",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item_plural::1,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item_plural,1,single_error,5,False,,"[2, 3, 4, 5, 6]","[{""attempt"": 2, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0658,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item_plural::2,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item_plural,2,multi_unsupported_only,4,False,,"[3, 4, 5, 6]","[{""attempt"": 3, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0061,E0658",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item_plural::3,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item_plural,3,single_error,3,False,,"[4, 5, 6]","[{""attempt"": 4, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}]",E0599,False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item_plural::4,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item_plural,4,multi_mixed,2,False,,"[5, 6]","[{""attempt"": 5, ""compile_success"": false, ""strict_success"": false, ""success"": false}, {""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0433,E0658",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item_plural::5,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item_plural,5,multi_mixed,1,False,,[6],"[{""attempt"": 6, ""compile_success"": false, ""strict_success"": false, ""success"": false}]","E0432,E0658",False,False,False
humantime_gpt-4.1-nano_20251109_132117::duration::item_plural::6,humantime_gpt-4.1-nano_20251109_132117,humantime,gpt-4.1-nano,duration::item_plural,6,multi_mixed,0,False,,[],[],"E0061,E0433,E0658",False,False,False
